,Unnamed: 0,name,location,description,link,price,operation,rooms,bathrooms,construction (m2),terrain (m2),lat,lng,calle,numero,colonia,ciudad,CP,formatad
1318,564,Sudermann 235 ¡Entrega Inmediata!,"Sudermann No. 235 polanco , Polanco, Miguel Hidalgo","Sudermann 235, Ubicado en una zona privilegiada y de mayor plusvalía en la Ciudad de México. Cuenta con 18 exclusivos departamentos con 3 recámaras, 4 1/2 baños, amplias terrazas, acabados de lujo en cocina, baños y área de servicio. Exclusivo proyecto ganador del 1er lugar del premio nacional de interiorismo, otorgado por la Asociación de Arquitectos e interioristas de México. Visita nuestro departamento muestra en Sudermann 235 Col. Polanco. La información e imágenes mostradas son de carácter ilustrativo y pueden variar a criterio del desarrollador sin previo aviso.",/propiedades/sudermann-235-entrega-inmediata!-51877236.html,"MN 14,633,086",venta,2.5,,228.0,181.0,19.4341263,-99.18434599999999,Avenida Sudermann,235,Polanco V Sección,Ciudad de México,11560,"Av. Sudermann 235, Chapultepec Morales, Polanco V Secc, Miguel Hidalgo, 11560 Ciudad de México, CDMX, Mexico"
1319,565,San Ángel. - Vendo Impecable Residencia,"San Angel, Alvaro Obregón","Magnífica residencia en exclusiva zona de san angel. Seguridad (24/7) y tranquilidad. Amplios espacios. Techos altos. Acabados de lujo. Vitrales. Sala, comedor, biblioteca. 4 recámaras con vestidor y baño. La recámara principal además tiene sala, librero, escritorio, además de una linda terraza con preciosa vista arbolada. Una de estas recámaras está en planta baja. 5. 5 baños en total. Sala de tv. Hermosa cocina italiana de maderá y cubierta de granito. Con electrodomésticos: refigerador SubZero, estufa y horno Dacor, lavavajillas Asko y triturador). Gym con jacuzzi. Patio con fuente. Lavandería. Bodegas. Amplio cuarto de servicio con baño. Cuarto para chofer con baño. Estacionamiento para 6-8 autos con portón eléctrico. Instalaciones especiales: Sistema de sonido Sonos en toda la casa. Paneles solares para ahorro en electricidad. Calefacción hidrónica. Cisterna 10, 000 lt. Filtro e hidroneumático. ¡Llámanos!",/propiedades/san-angel.-vendo-impecable-residencia-58528363.html,"MN 36,000,000",venta,4.0,5.0,750.0,500.0,19.3461527,-99.19003219999999,,,San Ángel,Mexico City,,"San Ángel, Mexico City, CDMX, Mexico"
1320,566,Lindo Departamento en Av Stim - Muy Cerca de Pabellón Bosques,"Av Stim 1331, Bosques de las Lomas, Cuajimalpa de Morelos","Ubicado en tercer piso, en un edificio pequeño, de cuatro niveles: estancia con salida a balcón. Cocina semi-abierta, cuarto de lavado. Dos recámaras, la principal con baño integrado. Ambas recámaras cuentan con closets. Edificio con pocos departamentos. Persianas incluidas. Vigilancia 24/. Circuito cerrado de seguridad. Elevador. El mantenimiento está incluido en el precio de la renta. Un lugar de estacionamiento techado, totalmente independiente. Excelente ubicación, muy cerca de Pabellón Bosques, a 10 minutos de Santa Fé, puedes caminar a restaurantes, bancos, y diversidad de comercios. Perfecto para recién casados, roomies, familias pequeñas, estudiantes, o si trabajas en Santa Fé.",/propiedades/lindo-departamento-en-av-stim-muy-cerca-de-pabellon-58097500.html,"MN 4,500,000",venta,2.0,2.0,90.0,92.0,19.3898419,-99.26035999999999,Avenida Stim,1331,Lomas del Chamizal,Ciudad de México,05129,"Av Stim 1331, Lomas del Chamizal, Cuajimalpa de Morelos, 05129 Ciudad de México, CDMX, Mexico"
1321,567,Preventa Departamentos Anzures,"Cuvier, Anzures, Miguel Hidalgo","Exclusivo, solo 3 departamentos en Pre- Venta casi listos para entregarse en junio 2020, Espacio con una excelente distribución, iluminación y acabados de lujo, La mejor estructura en construcción hecha de Acero, piso duela de ingeniería madera 1. 4 cm. , marmol, acero y cristal. Puertas de Trio Lau 12 ml de cada cara, chapeadas en nogal americano mdf. Ventaneria de aluminio, cubierta cocina y baños de granito marca Artistique, canceles de vidrio templado de 9 ml. Closets Artistique chapeado nogal. Vigilancia 365* 24. Cisterna: 25 mil litros. 2 tinacos de 1100 cada uno. Jaula de tendido. 3 recámaras con baño completo y vestidor. Elevador Thyssenkrupp para 8 personas. Departamento 1 - $ Ver datos. Departamento 2 - $Ver datos. Departamento 3 - $Ver datos más 75 m2 de Roof Garden Privado.",/propiedades/preventa-departamentos-anzures-58202397.html,"MN 10,952,321",venta,3.0,3.0,163.0,163.0,19.433132,-99.17867179999999,Cuvier,,Anzures,Ciudad de México,11590,"Cuvier, Anzures, 11590 Ciudad de México, CDMX, Mexico"
1322,568,"Venta de Terreno en San Mateo Xalpa, Xochimilco","Carretera San Francisco, San Mateo Xalpa, Xochimilco","Terreno en venta, con una construcción de 100 m2 en obra blanca, distribuida en estancia, baño, cocina, y estudio, listo para terminar y continuar con la construcción. Es la primer propiedad de la privada, solo 10 casas, con portón eléctrico, con barda de más de 2. 5 metros de altura, agua potable, cisterna de 5000 lt. , luz con medidor propio, fosa séptica. Esta propiedad está censada por el departamento Jurídico de la pequeña propiedad a unos minutos de la Iglesia principal de San Mateo, de Monte Sur, servicios escuelas cercanas.",/propiedades/venta-de-terreno-en-san-mateo-xalpa-xochimilco-57850734.html,"MN 2,250,000",venta,0.0,,,480.0,19.2261927,-99.1161126,A San Francisco,,San Mateo Xalpa,Ciudad de México,16800,"A San Francisco, San Mateo Xalpa, 16800 Ciudad de México, CDMX, Mexico"
1323,569,Casa en Venta en La Condesa con Uso de Suelo,"Condesa, Cuauhtémoc","(roj) Casa en venta y renta Condesa. Primer piso: 3 recámaras, recámara principal con jacuzzi, baño y terraza, las otras dos recámaras amplias, baño completo con tina y una con balcón. Segundo piso: sala de tv, terraza grande, estudio, cuarto de servicio, bodega y zotehuela. Garage con puerta eléctrica. Promoción para renta A 50 mil los meses de abril, mayo Y junio.",/propiedades/casa-en-venta-en-la-condesa-con-uso-de-suelo-57223097.html,"MN 18,600,000",venta,3.0,3.0,280.0,110.0,19.4149803,-99.17744619999999,,,La Condesa,Mexico City,,"La Condesa, Mexico City, CDMX, Mexico"
1326,570,Excelente Departamento de 221 m en Temistocles,"Temistocles, Polanco, Miguel Hidalgo","Excelente departamento de 221 metros, tres recamaras, tres baños y medio, cuarto de televisión, elevador directo al departamento, dos cajones de estacionamiento, cuenta con balcón",/propiedades/excelente-departamento-de-221-m-en-temistocles-58628590.html,"MN 16,500,000",venta,3.0,3.0,221.0,221.0,19.4325705,-99.19183369999999,Temístocles,,Polanco IV Sección,Ciudad de México,11550,"Temístocles, Polanco, Polanco IV Secc, 11550 Ciudad de México, CDMX, Mexico"
1328,571,"Estrena Depto 60 m², 2 Recs, 2 Baños, Auto, Elevador","LAZARO CARDENAS, Portales, Benito Juárez",Estrena departamento. acabados de lujo. exterior. se entrega para marzo 2020. elevador. 4o piso. 60 M2 habitables. 2 recamaras. 2 baños. sala. comedor. cocina equipada con barra de granito. area de lavado integrada. un estacionamiento. bodegas disponibles. roff garden comun. area para asador. fotos de depto muestra. no corredores,/propiedades/estrena-depto-60-m-sup2--2-recs-2-banos-auto-56053676.html,"MN 2,845,000",venta,2.0,2.0,60.0,60.0,19.3691124,-99.15009839999999,Eje Central Lázaro Cárdenas,,Portales Norte,Ciudad de México,,"Eje Central Lázaro Cárdenas, Portales Nte, Ciudad de México, CDMX, Mexico"
1330,572,"Departamento en Venta/renta en Coyoacán, Frente a Perisur","Insurgentes Cuicuilco, Coyoacán","Departamento exterior en primer piso. Para uso habitacional. A unos pasos de Periférico e Insurgentes Sur. Desarrollado en 130m, con amplia estancia, dos habitaciones, sala de tv, dos baños completos, cocina, zotehuela y un estacionamiento movible. La estancia está sobrada para realizar una tercer recámara y no perder la sala de T. V. Vísitalo!! Requisitos para renta: Un depósito, una renta, fiador con inmueble libre de gravamen y póliza jurídica. Mascotas: a considerar. Precio más cuota de mantenimiento de $1550. Citas: Ver datos y Ver datos. ¿deseas vender, comprar O rentar? Contáctanos! Y conoce los beneficios que te ofrecemos. Tel Ver datos |. . mx",/propiedades/departamento-en-venta-renta-en-coyoacan-frente-a-58277791.html,"MN 3,700,000",venta,3.0,3.0,130.0,130.0,19.3049333,-99.18367549999999,,,Insurgentes Cuicuilco,Ciudad de México,,"Insurgentes Cuicuilco, Ciudad de México, CDMX, Mexico"
1331,573,"Tres Cumbres Santa Fe Renta 2r 2.5b 2 Est Amenidades de Lujo, Iluminado","AV CARLOS LAZO 89, Santa Fe, Alvaro Obregón","Oportunidad! Super precio en piso bajo muy iluminado. Departamento de lujo ubicado a solo 3 min del Tec de Monterrey a 5 min del parque la Mexicana, a 2 min de la super via en uno de los desarrollos mas bonitos de Santa Fe Tres Cumbres, con las mejores amenidades de la zona un bosque propio para ti gimnasio, alberca, jacuzis, spa, salones de eventos, seguridad 24/7, y mucho mas. Tiene dos recamaras amplias la principal con su vestidor y baño la secundaria con closet y comparte un baño para visitas, sala comedor amplisimos con espacio para estudio o adaptar una tercera recamara pequeña, cocina integral abierta con barra de granito, area de lavado y medio baño. Acabados de lujo pisos de madera esta increíble y lo mas increíble es su precio, llámanos y agenda una cita.",/propiedades/tres-cumbres-santa-fe-renta-2r-2.5b-2-est-amenidades-58255529.html,"MN 7,450,000",venta,2.0,2.0,144.0,144.0,19.3630419,-99.26588989999999,Avenida Carlos Lazo,89,Contadero,Ciudad de México,01219,"Av Carlos Lazo 89, Santa Fe, Contadero, Cuajimalpa de Morelos, 01219 Ciudad de México, CDMX, Mexico"
1332,574,"Venta Departamento en Vertiz Narvarte, Benito Juárez.","Eje Central No. 903, Vertiz Narvarte, Benito Juárez","En venta lindo departamento con excelente iluminación y ventilación, a unos metros del Eje 5 Sur Eugenia, próximo a avenidas como Vértiz, Universidad y Cuauhtémoc. Es exterior en 5o nivel, sala comedor con balcón, cocina integral con espacio para desayunador. Tres amplias recámaras, la principal con clóset y baño, las dos secundarias con clóset, comparten baño, área de lavado integrada. Dos estacionamientos cubiertos. El edificio cuenta con cisterna, elevador y puerta automática. Tramitamos su crédito hipotecario.",/propiedades/venta-departamento-en-vertiz-narvarte-benito-juarez.-58079198.html,"MN 3,600,000",venta,3.0,2.0,106.0,106.0,19.3831684,-99.14788539999999,Eje Central Lázaro Cárdenas,903,Vértiz Narvarte,Ciudad de México,03620,"Eje Central Lázaro Cárdenas 903, Vértiz Narvarte, Benito Juárez, 03620 Ciudad de México, CDMX, Mexico"
1333,575,Céntrica E Iluminada Oficina en La Colonia Roma,"Tlaxcala 127, Roma, Cuauhtémoc","Oficina iluminada en la calle de Tlaxcala. Cuenta con recepción, área de espera, 4 privados y baño. Está en tercer piso, con elevador. Cuenta con dictamen de seguridad estructural. Se puede rentar un lugar de estacionamiento en el edificio.",/propiedades/centrica-e-iluminada-oficina-en-la-colonia-roma-55837665.html,"MN 2,530,000",venta,4.0,1.0,55.0,55.0,19.4075176,-99.16708679999999,Tlaxcala,127,Roma Sur,Ciudad de México,06760,"Tlaxcala 127, Roma Sur, Cuauhtémoc, 06760 Ciudad de México, CDMX, Mexico"
1334,576,Oportunidad! Casa en Venta en Real de Las Lomas.,"Real de las Lomas, Miguel Hidalgo","Casa con 16 metros de frente y en privada con vigilancia, ubicada en Real de las Lomas. Jardín de 65 metros mas terraza c/ asador de 25 metros. Ideal para actualizar con un proyecto moderno. El inmueble esta bien conservado y hace 8 años se le cambiaron los sistemas hidráulico y eléctrico al 100%. Pisos de madera y mármol, construida en 2 niveles mas sótano, en el cual se localiza la cochera y el área de servicio. Excelente precio, ubicación privilegiada, terreno ligeramente inclinado. Solicite una cita para conocerla!!",/propiedades/oportunidad!-casa-en-venta-en-real-de-las-lomas.-57237350.html,"MN 19,950,000",venta,3.0,3.0,400.0,294.0,19.3993998,-99.2376827,,,Real de las Lomas,Ciudad de México,,"Real de las Lomas, Ciudad de México, CDMX, Mexico"
1335,577,Renta de Departamento en City Towers Park Grand,"Xoco, Benito Juárez","Departamento de 80M2, cuenta con 2 recamaras con dos baños completos, sala y comedor con balcón, recamara principal con vestidor, recamara secundaria con closet, cocina abierta, área de lavado, el edificio cuenta con áreas comunes como: Alberca, Ludoteca, Gym, cine, chapoteadero, Roof garden con asadores. Acepta Mascota",/propiedades/renta-de-departamento-en-city-towers-park-grand-57930237.html,"MN 4,400,000",venta,2.0,2.0,80.0,80.0,19.362511,-99.16637310000002,,,Xoco,Mexico City,,"Xoco, Mexico City, CDMX, Mexico"
1336,578,"Departamento en Venta Col Roma Norte, Orizaba 36","Orizaba 36, Roma, Cuauhtémoc","Hermoso depto en venta con lindo balcón en la estancia. Inmejorable ubicación, a menos de media cuadra de Plaza Rio de Janeiro (hermoso parque). Todos los servicios a la mano, magníficos restaurantes, cafecitos, galerías, etc, etc. Excelentes vías de comunicación, entre Av. Insurgentes Centro, Av. Chapultepec y Av. Alvaro Obregon. Edificio impecable, el cual cuenta con vigilancia las 24 hrs, elevador, gas natural y cisterna. Dos lugares de estacionamiento techados.",/propiedades/departamento-en-venta-col-roma-norte-orizaba-36-57431597.html,"MN 5,500,000",venta,2.0,2.0,97.0,97.0,19.4220888,-99.16055019999999,Orizaba,36,Roma Norte,Ciudad de México,06700,"Orizaba 36, Roma Nte., Cuauhtémoc, 06700 Ciudad de México, CDMX, Mexico"
1337,579,"Terreno con Dos Frentes, Delegacion Cuauhtemoc, Col. Doctores.","Claudio Bernal 134, Doctores, Cuauhtémoc","Terreno con ubicación espectacular, a dos cuadras de Niños héroes. Con entrada por dos calles. A una cuadra del Tribunal de Justicia. Ideal para construir departamentos, ya que tiene un uso de suelo para 30 viviendas. Cuanta con un uso de suelo hc/4/20/A",/propiedades/terreno-con-dos-frentes-delegacion-cuauhtemoc-col.-55935572.html,"MN 30,000,000",venta,0.0,0.0,1016.0,1016.0,19.4183695,-99.14463889999999,,,Doctores,Mexico City,06720,"Doctores, 06720 Mexico City, CDMX, Mexico"
1338,580,Patricio Sanz,"Patricio Sanz 452, Del Valle, Benito Juárez","Ultimos 3 departamentos. Entrega marzo 2020. Aproveche. 3 recámaras, 2 ó 3 lugares de estacionamiento fijo sin estorbarse con otro departamento. Muy bonitos acabados, pisos de madera de ingeniería tonos semi mate, porcelanato y mármol en baños.",/propiedades/patricio-sanz-56566496.html,"MN 7,055,000",venta,3.0,,139.5,,19.3937578,-99.16959709999999,Patricio Sanz,452,Colonia del Valle Norte,Ciudad de México,03103,"Patricio Sanz 452, Col del Valle Nte, Benito Juárez, 03103 Ciudad de México, CDMX, Mexico"
1346,582,Yacatas 232 10% de Descuento Firmando en Mayo y Junio,"Yacatas 232, Narvarte Poniente, Benito Juárez, Ciudad de México, Narvarte, Benito Juárez","Roof garden privado A mitad de precio solo durante marzo. Yacatas 232, cuenta con 6 exclusivos departamentos y 2 pent House perfectos para el estilo de vida que estás buscando. Pensando en tu comodidad, los departamentos cuentan con grandes y amplios espacios para que disfrutes de tu hogar. Contamos con amenidades como lo es el roof Garden común en donde podrás disfrutar ya sea un momento a solas o una reunión lo que lo convierte en el lugar perfecto para ti. En Yacatas 232 contamos con materiales y acabados de primera calidad que reflejan el lujo y estilo de vida que tú y tu familia están buscando.",/propiedades/yacatas-232-10-de-descuento-firmando-en-mayo-y-junio-55998356.html,"MN 6,327,975",venta,3.0,,134.5,194.0,19.3926561,-99.15541069999999,Calle Yacatas,232,Narvarte Poniente,Ciudad de México,03020,"Calle Yacatas 232, Narvarte Poniente, Benito Juárez, 03020 Ciudad de México, CDMX, Mexico"
1347,583,Popocatepetl 226b 10% de Descuento Firmando en Mayo y Junio,"Avenida Popocatepetl 226, Barrio Oxtopulco Universidad, Coyoacán","Unica oportunidad 10% de descuento firmando en mayo Y junio. Ubicado en la avenida Popocatepelt, contamos con 14 exclusivos departamentos y 2 penthouse con el tamaño perfecto para ti y tu familia. Los departamentos cuentan con amplios espacios buscando ofrecerte comodidad, espacio, iluminación y lujo para el estilo de vida que estas buscando. Con hermosas vistas de la ciudad de Mexico ya sea desde la comodidad de tu sala o desde tu roof garden, podrás disfrutar de la ciudad de Mexico en un privilegiada ubicación. Buscando ofrecerte lo mejor, contamos con materiales y acabados de la mejor calidad para que tu solo te preocupes por hacer de tu departamento un hogar.",/propiedades/popocatepetl-226b-10-de-descuento-firmando-en-mayo-y-56546958.html,"MN 5,617,069",venta,3.0,,131.0,131.0,19.36237,-99.1575709,Avenida Popocatépetl,226,Santa Cruz Atoyac,Ciudad de México,03340,"Av. Popocatépetl 226, Sta Cruz Atoyac, Benito Juárez, 03340 Ciudad de México, CDMX, Mexico"
